43306,32,0,43200
553,40,271,43200
10027,40,849,43200
33156,8,5154,86400
86462,8,5521,86400
240379,8,5654,345600
2201,8,5772,432000
240135,8,5855,432000
240074,8,5913,432000
4097,8,5947,432000
240074,8,5964,432000
12415,8,6097,64800
9787,8,8115,432000
183,40,10937,43200
8258,8,11160,432000
978,40,11227,43200
550,40,12282,43200
149115,8,19968,432000
5072,8,20251,64800
